date,open,high,low,close,volume
1542096540.0,0.080087,0.080187,0.080027,0.080187,100.762
1542096600.0,0.080195,0.08028,0.080167,0.080211,46.84
1542096660.0,0.080205,0.080269,0.08017,0.080202,136.578
1542096720.0,0.080228,0.080228,0.08018,0.080199,64.177
1542096780.0,0.080181,0.080217,0.080109,0.080179,81.384
1542096840.0,0.080196,0.080219,0.08017,0.080172,55.257
1542096900.0,0.080201,0.08027,0.080174,0.080243,84.522
1542096960.0,0.080258,0.080258,0.08022,0.080238,92.176
1542097020.0,0.080235,0.080299,0.08017,0.080214,124.523
1542097080.0,0.080202,0.080235,0.080202,0.080227,42.322
1542097140.0,0.080234,0.0803,0.080227,0.080273,99.013
1542097200.0,0.080227,0.080248,0.080174,0.080204,106.931
1542097260.0,0.080201,0.080212,0.080199,0.0802,66.606
1542097320.0,0.080201,0.080201,0.080001,0.080083,191.182
1542097380.0,0.080078,0.080125,0.080001,0.080089,86.442
1542097440.0,0.080101,0.080237,0.080078,0.080181,60.571
1542097500.0,0.08022,0.08022,0.080103,0.080143,53.515
1542097560.0,0.080181,0.080201,0.080139,0.080194,72.579
1542097620.0,0.080204,0.08022,0.080154,0.080157,66.903
1542097680.0,0.080161,0.080216,0.080157,0.080208,38.097
1542097740.0,0.080188,0.080216,0.0801,0.080105,69.059
1542097800.0,0.080068,0.080085,0.080002,0.080002,50.379
1542097860.0,0.080002,0.080035,0.079951,0.079989,97.983
1542097920.0,0.079955,0.08002,0.079892,0.079993,86.766
1542097980.0,0.079995,0.080003,0.079958,0.08,52.451
1542098040.0,0.080003,0.080101,0.080002,0.08005,111.97
1542098100.0,0.080057,0.080103,0.080018,0.080061,41.329
1542098160.0,0.080063,0.08009,0.080063,0.08009,44.948
1542098220.0,0.080089,0.080091,0.080079,0.080086,40.903
1542098280.0,0.08008,0.080088,0.079929,0.080036,137.754
1542098340.0,0.080017,0.080034,0.07989,0.079947,55.901
1542098400.0,0.079932,0.079954,0.079882,0.079882,50.001
1542098460.0,0.079882,0.079951,0.079871,0.079905,80.269
1542098520.0,0.079904,0.079904,0.0798,0.079841,49.136
1542098580.0,0.07981,0.079896,0.079802,0.07984,57.799
1542098640.0,0.079874,0.079874,0.07979,0.079822,52.859
1542098700.0,0.079824,0.079835,0.07979,0.079803,52.966
1542098760.0,0.079807,0.079835,0.07979,0.079835,64.786
1542098820.0,0.079806,0.079885,0.079804,0.079818,83.44
1542098880.0,0.079818,0.079865,0.079808,0.079864,142.444
1542098940.0,0.079864,0.079864,0.079836,0.079845,63.985
1542099000.0,0.079849,0.079872,0.079636,0.079664,189.874
1542099060.0,0.079661,0.079688,0.079645,0.079688,106.815
1542099120.0,0.079688,0.079708,0.079673,0.079694,184.949
1542099180.0,0.079699,0.079699,0.079652,0.079683,42.718
1542099240.0,0.079672,0.079687,0.079672,0.079674,46.884
1542099300.0,0.079673,0.079687,0.079673,0.079673,53.623
1542099360.0,0.079673,0.079673,0.079634,0.079636,77.034
1542099420.0,0.079636,0.079666,0.0796,0.079644,75.725
1542099480.0,0.079639,0.079645,0.079431,0.079526,203.547
1542099540.0,0.079511,0.079636,0.079487,0.079635,189.341
1542099600.0,0.079599,0.079636,0.079487,0.079636,183.342
1542099660.0,0.079636,0.079636,0.079611,0.07962,56.05
1542099720.0,0.079624,0.079626,0.07956,0.079577,40.802
1542099780.0,0.079584,0.079598,0.079563,0.079571,61.935
1542099840.0,0.079572,0.079595,0.079551,0.079558,186.59
1542099900.0,0.079586,0.079597,0.079558,0.079561,80.45
1542099960.0,0.079585,0.079594,0.079544,0.079581,85.938
1542100020.0,0.079581,0.07959,0.079553,0.079561,75.461
1542100080.0,0.079561,0.079597,0.079532,0.079568,84.667
1542100140.0,0.079566,0.079567,0.079431,0.079459,81.678
1542100200.0,0.079459,0.079587,0.07943,0.079579,88.467
1542100260.0,0.079528,0.079578,0.079431,0.079496,110.763
1542100320.0,0.079498,0.079531,0.079487,0.079508,82.437
1542100380.0,0.07952,0.079561,0.079487,0.079555,75.534
1542100440.0,0.079539,0.079605,0.079534,0.079576,81.448
1542100500.0,0.079568,0.079915,0.079568,0.079697,172.097
1542100560.0,0.079674,0.079706,0.079633,0.079678,108.773
1542100620.0,0.079691,0.079699,0.079652,0.079684,71.684
1542100680.0,0.079674,0.079853,0.07965,0.079804,133.985
1542100740.0,0.079818,0.079832,0.079684,0.079722,80.52
1542100800.0,0.0797,0.0797,0.07965,0.079658,47.934
1542100860.0,0.079676,0.079683,0.07952,0.07957,86.788
1542100920.0,0.079581,0.079604,0.079534,0.079584,52.479
1542100980.0,0.079575,0.079636,0.079569,0.079576,46.978
1542101040.0,0.079626,0.079687,0.079607,0.079652,53.674
1542101100.0,0.079668,0.079684,0.079656,0.079684,46.348
1542101160.0,0.079683,0.079694,0.079659,0.079666,69.781
1542101220.0,0.079664,0.079818,0.07966,0.079784,49.042
1542101280.0,0.079752,0.079793,0.079649,0.079793,150.343
1542101340.0,0.079662,0.079707,0.079629,0.079667,48.785
1542101400.0,0.079654,0.079769,0.079647,0.07969,41.721
1542101460.0,0.079698,0.079749,0.079698,0.079721,56.92
1542101520.0,0.079734,0.079761,0.079721,0.079754,59.659
1542101580.0,0.079755,0.079779,0.079752,0.079754,63.306
1542101640.0,0.079778,0.07978,0.079701,0.079715,103.314
1542101700.0,0.079707,0.079756,0.079702,0.079707,45.714
1542101760.0,0.07972,0.079739,0.079692,0.07972,132.407
1542101820.0,0.07971,0.079725,0.079684,0.079688,46.667
1542101880.0,0.079687,0.079737,0.079687,0.079737,53.366
1542101940.0,0.079728,0.079737,0.079706,0.079737,58.337
