,open,high,low,close
2018-01-01 00:00:00,1.0,1.000191152,1.0,1.000191152
2018-01-01 00:00:10,1.000167174,1.000378973,1.000137203,1.000368983
2018-01-01 00:00:20,1.00039962,1.000418935,1.0003483359999998,1.000416271
2018-01-01 00:00:30,1.000422265,1.000436252,1.0003476690000002,1.000419601
2018-01-01 00:00:40,1.000446242,1.000572789,1.000433588,1.000572789
2018-01-01 00:00:50,1.000567461,1.000567461,1.000453569,1.000453569
2018-01-01 00:01:00,1.000425595,1.0005861090000001,1.0003829690000001,1.0005861090000001
2018-01-01 00:01:10,1.0006400579999999,1.000870506,1.000628736,1.00076394
2018-01-01 00:01:20,1.00076061,1.00076061,1.000629402,1.000629402
2018-01-01 00:01:30,1.000651381,1.000795244,1.000647385,1.000735301
2018-01-01 00:01:40,1.000714654,1.000845863,1.000664701,1.0007193159999999
2018-01-01 00:01:50,1.000716652,1.000723978,1.000610753,1.000629402
2018-01-01 00:02:00,1.000622075,1.0006900109999999,1.000622075,1.0006900109999999
2018-01-01 00:02:10,1.0006986690000002,1.000786586,1.000607423,1.000607423
2018-01-01 00:02:20,1.000583445,1.000612085,1.0005161759999999,1.0005161759999999
2018-01-01 00:02:30,1.000569459,1.000569459,1.00051551,1.000541485
2018-01-01 00:02:40,1.000571457,1.00062807,1.0005428170000001,1.000591438
2018-01-01 00:02:50,1.0006314,1.0006314,1.000510848,1.000510848
2018-01-01 00:03:00,1.000536823,1.000536823,1.000454235,1.00048687
2018-01-01 00:03:10,1.00050885,1.000608089,1.000464225,1.000464225
2018-01-01 00:03:20,1.000430924,1.000452903,1.000398288,1.000452903
2018-01-01 00:03:30,1.000453569,1.000565462,1.000453569,1.00050885
2018-01-01 00:03:40,1.000456233,1.000501523,1.000439582,1.000439582
2018-01-01 00:03:50,1.000429592,1.000429592,1.000170505,1.000170505
2018-01-01 00:04:00,1.0000925790000001,1.0001471929999999,1.000039296,1.000039296
2018-01-01 00:04:10,0.9999114179999999,0.999994006,0.9999114179999999,0.999989343
2018-01-01 00:04:20,1.000009324,1.000009324,0.9996976209999999,0.9998268309999999
2018-01-01 00:04:30,0.999789533,0.999816175,0.999659657,0.999659657
2018-01-01 00:04:40,0.999594386,0.999626355,0.999545765,0.999584395
2018-01-01 00:04:50,0.999615033,0.9997555659999999,0.999615033,0.9997555659999999
2018-01-01 00:05:00,0.99976156,0.9998254990000001,0.999617697,0.999617697
2018-01-01 00:05:10,0.999589057,0.999589057,0.9994398659999999,0.9994398659999999
2018-01-01 00:05:20,0.999441864,0.999572406,0.999425213,0.9995450990000001
2018-01-01 00:05:30,0.9995497609999999,0.999587725,0.999527782,0.999587725
2018-01-01 00:05:40,0.99961037,0.999774215,0.99961037,0.999686298
2018-01-01 00:05:50,0.999631017,0.999656993,0.999454519,0.99948116
2018-01-01 00:06:00,0.9994451940000001,0.9995364409999999,0.9994445279999999,0.999515794
2018-01-01 00:06:10,0.999537107,0.999559752,0.9994045659999999,0.9994045659999999
2018-01-01 00:06:20,0.9994045659999999,0.999423215,0.999297335,0.999297335
2018-01-01 00:06:30,0.999301997,0.9993306359999999,0.9991940990000001,0.999202092
2018-01-01 00:06:40,0.9991681240000001,0.9992453840000001,0.9991681240000001,0.9991734520000001
2018-01-01 00:06:50,0.9991754509999999,0.999190103,0.9990529,0.9990529
2018-01-01 00:07:00,0.9989649840000001,0.9989649840000001,0.998228351,0.99833758
2018-01-01 00:07:10,0.998410178,0.998410178,0.99809581,0.99809581
2018-01-01 00:07:20,0.99817973,0.99817973,0.99781541,0.997890672
2018-01-01 00:07:30,0.997888008,0.998062509,0.9975496629999999,0.997584963
2018-01-01 00:07:40,0.9975183590000001,0.99782207,0.9974684070000001,0.997542336
2018-01-01 00:07:50,0.9976102720000001,0.997732822,0.997384486,0.997705515
2018-01-01 00:08:00,0.9976175979999999,0.9978114140000001,0.9975616509999999,0.9976049440000001
2018-01-01 00:08:10,0.997553659,0.9977501390000001,0.99746108,0.99757031
2018-01-01 00:08:20,0.99761893,0.998019882,0.99761893,0.9980165520000001
2018-01-01 00:08:30,0.9980398629999999,0.9980478559999999,0.997940624,0.997940624
2018-01-01 00:08:40,0.997935296,0.997935296,0.997382488,0.997519025
2018-01-01 00:08:50,0.997505705,0.99773815,0.997495048,0.997562317
2018-01-01 00:09:00,0.997700852,0.997983917,0.997678207,0.997865363
2018-01-01 00:09:10,0.997897998,0.9980125559999999,0.997897998,0.9980125559999999
2018-01-01 00:09:20,0.997914649,0.998096476,0.997914649,0.998013222
2018-01-01 00:09:30,0.99808249,0.998236343,0.99808249,0.9981897209999999
2018-01-01 00:09:40,0.9982143640000001,0.9983249259999999,0.9982143640000001,0.998278303
2018-01-01 00:09:50,0.998378874,0.9985766859999999,0.998378874,0.998412176
2018-01-01 00:10:00,0.998438817,0.99863996,0.998438817,0.9986066579999999
2018-01-01 00:10:10,0.9986619390000001,0.998687248,0.998580683,0.998592005
