date,close_BTC,volume_BTC,close_ETH,volume_ETH,close_BNB,volume_BNB,close_XRP,volume_XRP,close,volume,ma_5,ma_6,ma_10,ma_20,rsi_6,rsi_12,stochastic_5,9_kstochastic,9_dstochastic,macd_hist,williams_12,%b_bands,midlle_bands
1550439900.0,3640.38,2.431117,131.82,51.07754,9.1443,80.67,0.30128,2034.0,3640.38,2.431117,3639.5180000000023,3638.9300000000007,3640.2830000000004,3638.822500000001,56.48798239634205,56.48798239634205,14.539554654356792,54.711802378774166,43.936159398190135,-0.24530988376959773,-52.24153705397882,0.5313239112752765,3640.0373333333337
1550439960.0,3641.1,1.27627,131.99,118.8297,9.1407,557.34,0.30156,1278.1,3641.1,1.27627,3640.6980000000017,3639.781666666667,3640.114,3639.2265000000016,57.54048527238786,57.54048527238786,-3.799147558314246,65.08791511353733,56.73714279325886,-0.2420081557480822,-45.654162854529766,0.5816704880059066,3640.2140000000004
1550440020.0,3640.0,3.5676620000000003,131.98,106.73716999999999,9.1319,1628.66,0.30144,10216.7,3640.0,3.5676620000000003,3640.9040000000014,3640.581666666667,3639.507,3639.4695000000015,55.33814929966056,55.33814929966056,-24.989072588115846,61.87004178337103,60.55658642522753,-0.30265893298648106,-55.718206770356666,0.46908646352058775,3640.329333333334
1550440080.0,3637.9,1.1782549999999998,131.86,46.5932,9.1331,0.0,0.30115,3188.6,3637.9,1.1782549999999998,3640.4720000000016,3640.4033333333336,3639.101,3639.524500000001,51.30123813912271,51.30123813912271,-21.959948784833404,57.6300085251499,61.52932180735277,-0.45049489184814817,-74.93138151875422,0.2891904997988323,3640.2020000000007
1550440140.0,3639.29,1.727232,131.77,179.59771,9.1399,0.0,0.30116,17591.7,3639.29,1.727232,3639.7340000000017,3640.275,3639.1870000000004,3639.6890000000008,53.7084086840106,53.7084086840106,-6.627877562355128,49.9147485081,56.47159960554033,-0.4795067151238839,-47.18670076726313,0.4136200295123094,3640.2293333333346
1550440200.0,3638.82,1.7708110000000001,131.83,22.54377,9.147,1390.14,0.30136,2676.5,3638.82,1.7708110000000001,3639.4220000000014,3639.581666666667,3639.4700000000003,3639.8835000000013,52.75878515064708,52.75878515064708,8.738045194419929,40.21549759188827,49.25341820837941,-0.5186944753683815,-53.19693094628858,0.3902603849326231,3639.996000000001
1550440260.0,3638.5,9.174614,131.92,470.70789,9.1475,136.02,0.30173,67890.5,3638.5,9.174614,3638.902000000002,3639.2683333333334,3639.8000000000006,3639.8860000000013,52.08356301078525,52.08356301078525,11.894404889536744,37.74444384763935,42.624896649209234,-0.5547762038180428,-57.28900255754379,0.3833461599230775,3639.710000000001
1550440320.0,3638.77,0.196511,131.94,208.38701,9.1623,1497.1,0.30186,13438.6,3638.77,0.196511,3638.6560000000018,3638.8800000000006,3639.78,3639.9110000000014,52.634387843163786,52.634387843163786,8.840111413060711,30.802369413032938,36.254103617520215,-0.5578385920797637,-53.83631713554921,0.4422385513461347,3639.2233333333343
1550440380.0,3638.2,1.240215,131.75,82.33443,9.1697,503.35,0.3017,71.7,3638.2,1.240215,3638.7160000000017,3638.5800000000004,3639.594,3639.8305000000014,51.29381694735141,51.29381694735141,-4.585930557907183,29.60160815045906,32.71614047037714,-0.5788931674432338,-77.2213247172885,0.3945797107556097,3638.9726666666675
1550440440.0,3637.68,0.4991060000000001,131.78,43.85331,9.1587,1058.21,0.3016,6558.6,3637.68,0.4991060000000001,3638.3940000000016,3638.5433333333335,3639.064,3639.770500000001,50.04164221749545,50.04164221749545,-14.809367958873882,26.535374515986835,28.97978402649297,-0.6074767565943437,-85.62197092084224,0.3326642466847965,3638.9226666666673
1550440500.0,3637.55,0.440153,131.6,1.4527,9.1694,19.65,0.30165,2473.1,3637.55,0.440153,3638.1400000000017,3638.2533333333336,3638.7810000000004,3639.5320000000006,49.71489556950423,49.71489556950423,-22.33475778682529,23.34597555836579,26.494319408270588,-0.6199181485340026,-87.72213247172517,0.2864409539723909,3639.0266666666676
1550440560.0,3638.02,1.3660299999999999,131.69,64.13329,9.1704,136.82,0.30164,2373.2,3638.02,1.3660299999999999,3638.0440000000017,3638.1200000000003,3638.4730000000004,3639.293500000001,50.96157638778599,50.96157638778599,-3.044619246558069,29.204480309249888,26.361943461200866,-0.5912251096626318,-74.53416149068246,0.29110566241761976,3639.2146666666677
1550440620.0,3638.61,1.369526,131.75,136.00191,9.1766,11.01,0.30159,48.4,3638.61,1.369526,3638.0120000000015,3638.138333333334,3638.3340000000003,3638.920500000001,52.551857756996114,52.551857756996114,19.485596707824577,41.957143957055116,31.502533274890293,-0.5300620087121966,-62.31884057970618,0.39895547049684404,3639.1906666666678
1550440680.0,3632.43,0.571963,131.4,114.33181,9.1688,347.59,0.3012,490.9,3632.43,0.571963,3636.8580000000015,3637.081666666667,3637.7870000000003,3638.4440000000004,38.47662494714423,38.47662494714423,11.71992208545877,39.36223305219091,36.841285772832,-0.7769761899597969,-87.17660292463566,-0.21326183313025385,3638.682000000001
1550440740.0,3627.68,2.314734,130.86,212.21935,9.1714,537.72,0.30076,3564.0,3627.68,2.314734,3634.8580000000015,3635.3283333333334,3636.626,3637.9065,31.494441661651802,31.494441661651802,-5.305597403835222,24.516161315380703,35.2785127748756,-1.1446309753671018,-97.8333333333353,-0.26649916963778136,3637.662000000001
1550440800.0,3628.86,0.825966,130.7,79.94345,9.1646,4.0,0.30072,0.0,3628.86,0.825966,3633.1200000000017,3633.8583333333336,3635.63,3637.55,34.666236110967205,34.666236110967205,-17.52963284186476,9.784383561308287,24.55425930962666,-1.2868554422265972,-87.99999999999955,-0.024172386508005322,3636.894000000001
1550440860.0,3633.03,0.477644,131.1,46.25222,9.1799,661.13,0.30123,384.0,3633.03,0.477644,3632.1220000000017,3633.105,3635.083,3637.4415,44.45375591340102,44.45375591340102,0.7492436978443671,21.124895058358593,18.475146645015887,-1.1286274685302269,-51.8867924528285,0.2794119591290366,3636.356000000001
1550440920.0,3633.0,2.777614,131.2,54.8979,9.1757,867.87,0.30128,4511.5,3633.0,2.777614,3631.0000000000014,3632.2683333333334,3634.5060000000003,3637.143,44.402220051587086,44.402220051587086,19.788137086376157,36.51344319167509,22.474240603780682,-0.9818200157517829,-52.144082332761606,0.30595281877716946,3635.8893333333344
1550440980.0,3635.31,0.900813,131.16,26.43658,9.1791,832.39,0.30118,0.2,3635.31,0.900813,3631.576000000002,3631.7183333333337,3634.2170000000006,3636.9055,49.27829461515406,49.27829461515406,26.45345263946824,55.160450997399174,37.59959641581097,-0.7339566097073117,-31.569817866434978,0.47241122640224625,3635.7166666666676
1550441040.0,3636.04,0.930934,131.2,0.67376,9.1798,1472.51,0.30130999999999997,0.0,3636.04,0.930934,3633.248000000002,3632.32,3634.053000000001,3636.5585,50.748335336614915,50.748335336614915,19.01865602551804,63.86238797340331,51.84542738749255,-0.5057798272517107,-25.238508239374838,0.5378990067237407,3635.500000000001
1550441100.0,3633.06,0.7112310000000001,130.94,45.8348,9.169,0.0,0.30082,1971.0,3633.06,0.7112310000000001,3634.088000000002,3633.216666666667,3633.6040000000003,3636.1924999999997,45.01308494156155,45.01308494156155,-6.662013385192978,64.44166907584086,61.1548360155478,-0.4789476804160895,-51.08412836079794,0.3528613468225184,3635.116000000001
1550441160.0,3630.76,1.364267,130.85,11.64145,9.178,4.57,0.30079,332.3,3630.76,1.364267,3633.6340000000027,3633.533333333334,3632.8780000000006,3635.675499999999,41.14786554778863,41.14786554778863,-23.691946155905875,53.759422453251666,60.68782650083196,-0.5514349307943732,-71.03209019947771,0.22780019501571783,3634.600000000001
1550441220.0,3634.61,2.853164,131.23,101.16368,9.1933,1565.0,0.30147,123675.7,3634.61,2.853164,3633.956000000003,3633.7966666666675,3632.4780000000005,3635.405999999999,49.03666300668911,49.03666300668911,-14.013661602101408,54.94640522875926,57.715832252617275,-0.3873920653708535,-37.640936686901874,0.5214621106175302,3634.322666666668
1550441280.0,3637.02,0.671458,131.42,64.47514,9.1999,333.72,0.30154000000000003,6450.3,3637.02,0.671458,3634.2980000000025,3634.4666666666676,3632.9370000000004,3635.3619999999996,53.26020116943052,53.26020116943052,13.794278863287005,70.34911525585949,59.68498097929015,-0.1445242271295965,-14.666666666667474,0.7123714485459774,3634.244000000001
1550441340.0,3638.35,0.073101,131.45,0.77499,9.2127,968.79,0.30155,619.6,3638.35,0.073101,3634.760000000002,3634.973333333334,3634.004,3635.315,55.454239569914,55.454239569914,27.023710924588848,91.55463450059368,72.28338499507083,0.08755565220466016,-0.0,0.8059428791151626,3634.2886666666677
1550441400.0,3639.93,2.6880189999999997,131.44,50.56767,9.21,28.33,0.30175,3035.3,3639.93,2.6880189999999997,3636.134000000002,3635.6216666666674,3635.111,3635.3704999999995,57.977869020833815,57.977869020833815,15.81572792187805,98.71531999777444,86.87302325140922,0.3146071706185723,-0.1596169193933138,0.8892248741835103,3634.4473333333344
1550441460.0,3641.46,7.883039,131.49,38.7827,9.2034,189.58,0.30185,1281.2,3641.46,7.883039,3638.274000000002,3637.021666666667,3635.954,3635.5184999999997,60.32203127147356,60.32203127147356,3.849052106140334,99.54201513341344,96.60398987726053,0.5257345165448556,-0.9957325746790414,0.9411666110926624,3634.6766666666676
1550441520.0,3641.41,1.1980879999999998,131.62,36.9297,9.2026,1555.19,0.3018,5069.3,3641.41,1.1980879999999998,3639.634000000002,3638.7966666666666,3636.7949999999996,3635.6504999999997,60.20383683813223,60.20383683813223,-0.5092672948580343,99.0089062669711,99.08874713271967,0.6401105347073189,-1.599326599327044,0.9001114713511985,3634.863333333334
1550441580.0,3641.41,0.75727,131.6,7.689,9.2148,364.45,0.30172,2133.7,3641.41,0.75727,3640.5120000000015,3639.93,3637.405,3635.811,60.20383683813222,60.20383683813222,-1.674571346614897,98.54096520763198,99.03062886933886,0.6876283043406948,-1.599326599327044,0.8426183365555389,3635.4620000000004
1550441640.0,3640.35,0.122646,131.49,70.46247,9.205,2093.88,0.30175,3946.2,3640.35,0.122646,3640.9120000000016,3640.484999999999,3637.8360000000002,3635.9445000000005,57.43679034776654,57.43679034776654,-10.021321711563772,95.42648709315354,97.65878618925223,0.6369343028407369,-10.521885521885427,0.755285398987891,3636.306666666667
1550441700.0,3639.83,1.3128,131.5,34.48669,9.203,22.12,0.30163,6190.5,3639.83,1.3128,3640.892000000001,3640.7316666666666,3638.5130000000004,3636.0585000000005,56.07520362768539,56.07520362768539,-19.52964405818293,88.61214888612126,94.1932003956356,0.5491959104651254,-14.89898989898961,0.6992295821208415,3637.0380000000005
1550441760.0,3639.06,2.0895599999999996,131.46,18.14979,9.2027,223.75,0.30156,170.9,3639.06,2.0895599999999996,3640.4120000000016,3640.5866666666666,3639.343,3636.1105000000002,54.032604640714396,54.032604640714396,-28.339531036078345,72.34631595362193,85.46165064429891,0.4279669516246448,-21.38047138047088,0.6204029732909062,3637.4400000000005
1550441820.0,3637.94,9.819646,131.5,146.46711000000005,9.1999,978.0,0.30129,11809.2,3637.94,9.819646,3639.7180000000017,3640.0,3639.6760000000004,3636.077,51.11597755579731,51.11597755579731,-19.0404191530937,48.06317832576172,69.67388105516831,0.2723628806438835,-30.808080808079303,0.5135545577457045,3637.769333333334
1550441880.0,3635.88,0.270693,131.27,7.117719999999999,9.2027,971.97,0.30111,2198.1,3635.88,0.270693,3638.612000000002,3639.0783333333334,3639.5620000000004,3636.249500000001,46.178566044175795,46.178566044175795,-10.84101183758694,22.077292065903013,47.4955954484289,0.05497630881037674,-71.23287671232853,0.34562474349986866,3637.8073333333336
1550441940.0,3636.21,1.389624,131.27,127.29057,9.1948,30.68,0.30136,5612.7,3636.21,1.389624,3637.784000000002,3638.2116666666666,3639.3480000000004,3636.6760000000017,47.0607353878901,47.0607353878901,-0.7946638473067313,8.163983152594232,26.101484514753,-0.07801982350922965,-92.1367521367514,0.3708954766976942,3637.818666666667
1550442000.0,3635.88,0.252164,131.34,18.086,9.1995,0.0,0.30132,1510.5,3635.88,0.252164,3636.9940000000015,3637.466666666667,3638.943,3637.027000000002,46.24445188997581,46.24445188997581,-1.897840610154872,3.3866892170788745,11.209321478525387,-0.18187896264711845,-97.77777777777588,0.3166565897171874,3638.006666666667
1550442060.0,3636.26,0.373345,131.38,28.11675,9.2037,370.0,0.30148,2674.1,3636.26,0.373345,3636.434000000002,3636.8716666666674,3638.4230000000002,3637.1885000000016,47.376376230113756,47.376376230113756,2.547980534605065,7.771174883184673,6.440615750952607,-0.2275707382663994,-87.25490196078081,0.26317862697218986,3638.373333333334
1550442120.0,3634.89,0.406568,131.29,44.62871,9.195,76.73,0.30133000000000004,497.3,3634.89,0.406568,3635.824000000002,3636.1766666666667,3637.7710000000006,3637.2830000000017,43.79583583711219,43.79583583711219,-0.42253124143190757,5.150092262101803,5.435985454121798,-0.31752968746548493,-100.0,0.10210529896594873,3638.3920000000003
1550442180.0,3634.02,0.270889,131.21,5.52508,9.2009,0.0,0.30123,773.3,3634.02,0.270889,3635.452000000002,3635.523333333334,3637.0320000000006,3637.2185000000018,41.6434656281332,41.6434656281332,-1.964593252279271,4.384485666105853,5.768584270464124,-0.4079257828451809,-100.0,0.07242088624697285,3638.1920000000005
1550442240.0,3634.62,1.367976,131.2,49.30913,9.2018,379.4,0.30148,37555.2,3634.62,1.367976,3635.134000000002,3635.3133333333335,3636.459000000001,3637.147500000002,43.69850780530731,43.69850780530731,1.473183486557275,3.4965034965031427,4.343693808236947,-0.42295745732001083,-91.88092016238268,0.179912474749814,3637.943333333334
1550442300.0,3634.98,0.665167,131.26,22.69136,9.202,7.5,0.30148,3111.2,3634.98,0.665167,3634.9540000000015,3635.1083333333336,3635.974000000001,3637.243500000002,44.951117272845096,44.951117272845096,10.44140934283259,9.140242473575595,5.67374387872821,-0.39892582257156256,-84.83412322274806,0.2502937452273732,3637.613333333334
1550442360.0,3635.26,4.359073,131.19,0.0,9.207,64.27,0.30146999999999996,1980.0,3635.26,4.359073,3634.754000000001,3635.0050000000006,3635.594000000002,3637.4685000000018,45.95820149571063,45.95820149571063,22.425722425726075,26.804060137395528,13.1469353691581,-0.35356871839360865,-78.80341880341443,0.3046304257993543,3637.200000000001
1550442420.0,3639.05,1.034551,131.29,0.48439,9.2043,826.08,0.30162,361.7,3639.05,1.034551,3635.5860000000007,3635.47,3635.7050000000017,3637.690500000002,57.3357203254043,57.3357203254043,19.662977996315874,48.48273181606916,28.14234480901344,-0.12577653994786,-24.47447447446982,0.7203974892402181,3637.0426666666676
