date,close_WAV,volume_WAV,close_ETH,volume_ETH,close_BNB,volume_BNB,close_XRP,volume_XRP,close,volume,ma_5,ma_6,ma_10,ma_20,rsi_6,rsi_12,stochastic_5,9_kstochastic,9_dstochastic,macd_hist,williams_12,%b_bands,midlle_bands,target
1549329900.0,0.0007888999999999999,221.9,0.031061000000000002,53.849,0.0020533,1907.43,8.636e-05,8414.0,0.0007888999999999999,221.9,0.0007890999999999873,0.0007891999999999905,0.0007890699999999991,0.0007887499999999954,46.5750915565638,46.5750915565638,-7.954545454547009,38.888888888886704,44.90740740740629,1.5235695299650073e-07,-62.50000000000226,inf,0.0007888200000000114,0
1549329960.0,0.0007888,248.87,0.031062,128.599,0.0020534000000000004,450.78,8.639e-05,6711.0,0.0007888,248.87,0.0007889599999999872,0.0007890499999999905,0.0007891199999999991,0.0007887699999999953,45.753103800292784,45.753103800292784,4.040404040402478,34.72222222221928,38.88888888888752,1.315131750204772e-07,-66.66666666666667,-inf,0.000788846666666678,0
1549330020.0,0.0007884,554.99,0.031061000000000002,53.773,0.0020531,692.34,8.639e-05,19038.0,0.0007884,554.99,0.0007887999999999871,0.0007888666666666571,0.0007891499999999991,0.0007887349999999953,42.52048485308506,42.52048485308506,0.3885003884992422,26.641414141409708,33.41750841750605,9.608350948823812e-08,-83.33333333333334,-inf,0.000788846666666678,0
1549330080.0,0.000788,542.46,0.031063,38.994,0.0020532,1345.11,8.638e-05,66991.0,0.000788,542.46,0.000788579999999987,0.000788666666666657,0.0007889899999999992,0.0007887349999999953,39.513931731771564,39.513931731771564,-6.9101269101253,15.474747474744488,25.612794612791976,5.246179924538237e-08,-95.99999999999791,-inf,0.000788826666666678,0
1549330140.0,0.0007881,513.27,0.031055000000000003,19.517,0.0020535,2201.33,8.637e-05,6432.0,0.0007881,513.27,0.0007884399999999869,0.0007884999999999903,0.0007888499999999991,0.0007887149999999952,40.64388589498451,40.64388589498451,-5.8922558922526935,7.03030303030143,16.382154882152694,2.9449029921228547e-08,-91.99999999999584,-inf,0.0007888000000000114,0
1549330200.0,0.0007882000000000001,391.02,0.031051,41.88,0.0020537,98.37,8.636e-05,7382.0,0.0007882000000000001,391.02,0.0007882999999999869,0.0007883999999999903,0.000788699999999999,0.0007886899999999952,41.81447667578919,41.81447667578919,3.5793835793861764,10.172839506172435,10.89263000374027,2.0867904742483056e-08,-81.48148148148238,-inf,0.0007888133333333446,0
1549330260.0,0.0007874,530.17,0.031055000000000003,98.90700000000001,0.0020535,854.2,8.638e-05,30126.0,0.0007874,530.17,0.0007880199999999868,0.0007881499999999904,0.000788489999999999,0.0007886399999999952,35.74167366203641,35.74167366203641,4.591393012445025,13.00617283950451,10.06977179199361,-2.1478092314348345e-08,-90.9090909090924,-inf,0.0007887533333333447,0
1549330320.0,0.0007874,461.78,0.031051,42.397,0.0020535999999999996,449.76,8.642e-05,9502.0,0.0007874,461.78,0.0007878199999999868,0.0007879166666666569,0.000788309999999999,0.000788589999999995,35.741673662036405,35.741673662036405,2.812587023110222,14.687332259792294,12.622114868490565,-4.538036512638044e-08,-90.9090909090924,-inf,0.000788706666666678,0
1549330380.0,0.000787,1143.54,0.031045,68.543,0.0020541,1189.11,8.642e-05,3952.0,0.000787,1143.54,0.0007876199999999869,0.0007876833333333237,0.0007880999999999988,0.0007885249999999951,32.96541193357805,32.96541193357805,0.13024013023972003,16.041374474050574,14.57829319111661,-7.54649885222333e-08,-82.92682926829114,-inf,0.0007885333333333447,0
1549330440.0,0.0007871,663.97,0.031055000000000003,19.077,0.0020538,839.02,8.642e-05,7375.0,0.0007871,663.97,0.0007874199999999869,0.0007875333333333237,0.000787929999999999,0.000788454999999995,34.33857005386851,34.33857005386851,4.995501574450284,21.751251017261215,17.493319250368845,-8.399691325445175e-08,-74.99999999999916,-inf,0.0007883733333333447,0
1549330500.0,0.0007878999999999999,557.42,0.031052,61.76,0.002054,474.42,8.640000000000001e-05,15163.0,0.0007878999999999999,557.42,0.000787359999999987,0.0007874999999999905,0.0007878299999999989,0.000788449999999995,44.18824607271944,44.18824607271944,17.681240137380406,37.15651135005752,24.98304561379059,-4.40441789929478e-08,-48.387096774196145,-inf,0.0007882533333333446,0
1549330560.0,0.0007875,445.83,0.031055000000000003,41.803000000000004,0.0020545000000000003,959.44,8.643e-05,2651.0,0.0007875,445.83,0.0007873799999999871,0.0007873833333333237,0.000787699999999999,0.0007884099999999951,40.88577845366869,40.88577845366869,14.532627865959817,47.811447811444886,35.573070059588694,-3.204294751755535e-08,-61.290322580644485,-inf,0.0007881200000000113,0
1549330620.0,0.0007867000000000001,992.0,0.031052999999999997,24.447,0.0020544,1577.78,8.645e-05,2782.0,0.0007867000000000001,992.0,0.0007872399999999871,0.0007872666666666572,0.000787529999999999,0.0007883399999999952,35.216894805731116,35.216894805731116,-0.4320987654318671,44.601571268236974,43.18984347658061,-5.816155445799316e-08,-85.18518518518087,-inf,0.0007879533333333445,0
1549330680.0,0.0007874,467.57,0.031052999999999997,34.31,0.0020545000000000003,97.54,8.645e-05,3137.0,0.0007874,467.57,0.000787319999999987,0.0007872666666666572,0.000787469999999999,0.0007882299999999951,42.702908019017066,42.702908019017066,-9.876543209876068,43.18181818181825,45.19827908716752,-3.545169326694446e-08,-59.25925925926045,-inf,0.0007878400000000112,0
1549330740.0,0.000787,886.9,0.031054000000000002,83.179,0.0020543000000000002,530.4,8.648e-05,12293.0,0.000787,886.9,0.0007872999999999871,0.0007872666666666572,0.0007873599999999989,0.0007881049999999952,39.86787238114973,39.86787238114973,-9.408706952566362,39.03508771929872,42.27282572311881,-3.490635073215361e-08,-65.217391304347,-inf,0.0007877200000000112,0
