date,close_BTC,volume_BTC,close_ETH,volume_ETH,close_BNB,volume_BNB,close_XRP,volume_XRP,close,volume,ma_5,ma_6,ma_10,ma_20,rsi_6,rsi_12,stochastic_5,9_kstochastic,9_dstochastic,macd_hist,williams_12,%b_bands,midlle_bands,BTC_close_up,time
1549296000.0,-0.4551150493082242,-0.4179678345302899,0.4398599391885873,-0.17813228612985332,0.24070803855286757,0.05265236862557357,2.1352343236523774,0.07497017869240716,-0.453923138776431,-0.4173961446726081,0.47417977439681325,0.42521719054163787,0.2514029227481913,1.5518579379472976,-0.6790770104451251,-0.6790286287325642,0.23720149132990637,-0.186235877690487,-0.16706859295210408,-0.047443442947967956,0.21745630844780184,0.03825201767221581,1.4643620223091507,3459.11,1549296000.0
1549296060.0,0.7364604985435068,-0.13900614681774104,0.005085127949488627,-0.18434935486759157,0.7566613178174906,-0.19208001446932094,-0.7141967642949475,-0.38737005309285205,0.7361586316617861,-0.1386824384400584,0.5172882693167242,0.7875832581425963,0.7817686552638238,2.162567418472822,0.3490526642970201,0.3487539501082678,-0.11388835011511687,0.09258218366123108,-0.037463886144806016,-0.013976959544893777,-0.30477945981766547,0.04290384704725565,1.6672598171123099,3459.99,1549296060.0
1549296120.0,2.8924360743134883,1.428025819715294,0.8744733790588796,-0.1022354644658844,-0.1192677480313592,0.04652322078383785,0.0803893625072182,-0.3353925357661302,2.8894314433267305,1.426956523521441,1.9019241130898952,1.850676939466743,1.9440000028977116,2.7997217882844434,0.9375128415659166,0.9370154636087372,0.064879626117682,-0.04564238157520086,0.03169217003006867,0.1594362961981318,0.8614227000086117,0.04655291242271244,2.223411635808032,3463.44,1549296120.0
1549296180.0,-1.0916043966805349,-0.8165778631088623,-0.8639805600391863,-0.2781792008200991,-0.3950906033242071,-0.13980874113159553,-0.5819674418432917,-0.40619430266751405,-1.089614573324195,-0.8156518310272001,1.349434584443994,1.2371841080424908,1.5912181857720824,2.496334695141945,-1.0857165237610398,-1.0855308608164986,-0.003940130944094617,-0.1963168152955598,0.018701510999530786,0.0019699770515465894,2.758770402990818,0.036722779049060746,1.811782552278434,3462.14,1549296180.0
1549296240.0,-0.0020245197979462956,0.6966829671954957,0.22243219072691356,0.007796206775723591,-0.8031755616121007,-0.1089510808792366,-0.25086925685360717,-0.15209384324424835,-0.00140061051498678,0.6962637942656718,1.0689259946686083,1.2449583011547283,1.2957450433267326,2.103440456946903,-0.04567340440184027,-0.045838859329671744,-0.23939246146244908,-0.4791423167424446,-0.3348565057426297,-0.01661161720002121,-0.13072979584589242,0.038936144031265454,1.313342287730666,3462.14,1549296240.0
1549296300.0,-0.5554035523750974,-0.6356699582863647,-0.8642224599337832,-0.011015970324337914,-0.38363744563900937,-0.18375980636214964,0.01415170463210895,0.8689976698810417,-0.5540859186350808,-0.6349047433059657,1.01703813455003,0.7234135560201791,1.0956125101516259,1.9045157265085533,-0.6201263020479546,-0.6200978220557376,0.10145394381721018,-0.6366161975725121,-0.6896630795220879,-0.05407592863876335,-0.0914326059811692,0.03777325471186223,0.8387854702079646,3461.48,1549296300.0
1549296360.0,-0.4381032524544483,-0.5571634281776844,-2.8212134465969534,0.13995844585039036,-0.4198514171750142,0.26975106603893895,0.01415170463210895,-0.38513256604094154,-0.43693266817255105,-0.5564680011516299,0.41342461526747926,0.7313083098572964,0.6828908333363928,1.7516866304675576,-0.5087529027269506,-0.5087620223210207,0.03730046974683508,-0.407076435647561,-0.8583456719739264,-0.0918214823629869,-0.09166361679271022,0.03806603647937273,0.9098939580345474,3460.96,1549296360.0
1549296420.0,0.03991242754084713,-0.09620703897312,0.22275535335161745,-0.31646155097519996,-2.33118918828573,-0.12664334916302658,-1.178600927531595,-0.5037136264882897,0.04048376402232598,-0.09592137663033548,-1.052095484885772,0.40097661987630545,0.6225464214695337,1.4390482145623684,-0.02030335331404002,-0.0204773731544161,0.030440389202532284,-0.4024088886249466,-0.8287638093445808,-0.12421666875732316,-0.14247118653104887,0.039651371802975184,0.9783532033293937,3461.01,1549296420.0
1549296480.0,-0.4130006664025162,-0.27428985317890164,0.658035126709347,-0.3196045702078694,-2.108561668552322,-0.10749837411538282,2.0695645570584427,-0.057001739408348406,-0.4118615511081563,-0.2738458850838424,-0.703060490990907,-1.1667355990267307,0.47335348241174674,1.2572795088564641,-0.5232261188324456,-0.523230352278287,0.01684127745723917,-0.39283962836394254,-0.6448817400884933,-0.29961863484494133,-0.12032206473960746,0.03762570987448683,0.899227012537336,3460.52,1549296480.0
1549296540.0,-1.142854523815679,-0.3049018891792228,1.7457998854421481,0.8131143814918261,-0.3860026760839113,-0.19327569782284945,-0.8469092847217378,-0.4677836357277853,-1.1408004525125832,-0.3044307086807135,-1.2894617149316456,-1.1907757964772914,-0.16452227138184336,0.470126071712051,-1.2827088125158967,-1.2824566451043637,0.010170523691676614,-0.6903474917245981,-0.8035874933910778,1.7377950501935266,-0.08960158916292518,0.03294638641932411,0.29574718879478595,3459.16,1549296540.0
