,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.07589708466096903,0.07447934021891897,0.07477760906974384,0.06991898253690262,0.06744292834113702,0.3366227269009386,0.3366227269009386,0.5309639771619729,0.3263821742102189,0.30385617360711903,0.4825966093054964,0.4158169120299028,0.1823488781267925,0.06777882519405262,0.0
1,0.0713742890324886,0.07235369945946699,0.07260836117015895,0.06890244423596906,0.0667593826222756,0.26248284976707065,0.26248284976707065,0.5068025790576939,0.30095919261911014,0.28110478737431843,0.4701107063066557,0.16682514180792674,0.13335261685079805,0.06705361433561766,0.0
2,0.0724981388285042,0.07086400859935929,0.07102105476262782,0.06787022620682728,0.06629577168756301,0.29750314906170044,0.29750314906170044,0.5052530804755485,0.3124536367001867,0.2816641696600002,0.4655245637573773,0.3388792085886113,0.24179961153698956,0.0664251369406407,0.0
3,0.06563890295107355,0.06825317775307885,0.06860896851908094,0.06580911056157615,0.06546881191409926,0.2090192601826813,0.2090192601826813,0.3650747045477148,0.210673426847961,0.24020268506874734,0.45096773186571026,0.10241041010271756,0.16160357479592508,0.06521306747241992,1.0
4,0.06293380185223788,0.06493004914092337,0.06596497621216726,0.0635670938951933,0.06463412529172374,0.182273109013615,0.182273109013615,0.3840932881823367,0.18743971325331926,0.1995256727267484,0.4385757537232448,0.08531484690930102,0.19738668395621484,0.0639540818599684,1.0
5,0.07115630862690214,0.06396692866931375,0.0645823463913352,0.06222687681273817,0.06415481140599671,0.37763673998450137,0.37763673998450137,0.49857094506322885,0.23240334929973563,0.17084155131639278,0.44927524518876577,0.4180124223602485,0.38022271631509846,0.06318112595016098,1.0
6,0.07083588934218754,0.06385754915846764,0.0637221378682053,0.061091049599161756,0.06358146675407594,0.3732559572980294,0.3732559572980294,0.7816828062613228,0.3531127904575777,0.2218813180939073,0.45824623727283575,0.4223738606365486,0.3889189665533075,0.062458484703865974,1.0
7,0.07411869807331525,0.06418677664631309,0.06418858184026721,0.060501307351142536,0.06319378457258212,0.43720938035426926,0.43720938035426926,0.9453799440787114,0.5298220172450372,0.34456589419450956,0.4727004385258646,0.5923192493212786,0.4637885639209134,0.06187551431097846,0.0
8,0.07322771805485245,0.06572849537109307,0.0643125822451665,0.05995798939644556,0.0626796063968052,0.4231570086826786,0.4231570086826786,0.7897469425635153,0.5622055494711605,0.46274268853624045,0.4821165363672293,0.5843222463646993,0.4593816621477611,0.0610143626812745,0.0
9,0.07369583990947265,0.06791487563767432,0.06568195161453588,0.05938029901795114,0.062296161519553306,0.4325835803045891,0.4325835803045891,0.5762357065033924,0.6069167978178674,0.5536873334334969,0.4904666790716707,0.6062176165803117,0.4842775546902103,0.06025209967359743,0.0
10,0.07263333432595814,0.06821494332229641,0.06733049903836424,0.0590433385843003,0.06179235850783943,0.4142463327888627,0.4142463327888627,0.3550321017621213,0.6692140897360422,0.6036351757313192,0.49481563051863514,0.5565212546659986,0.4742138657142425,0.059451541155965154,0.0
11,0.06844703850391592,0.0677296322404338,0.06687002733070152,0.05874111950922842,0.06112414186020637,0.3486510132521719,0.3486510132521719,0.16555802379820284,0.6499051263640847,0.6350602385627523,0.49033529860031994,0.3607164744554021,0.3747866732798204,0.05851972519241558,0.0
12,0.06896757094785744,0.06668314619031426,0.06655248506933897,0.058376611945235274,0.06041641858184649,0.36074945416030957,0.36074945416030957,0.15601791548843352,0.6351568163485322,0.645179379248807,0.4893381004007567,0.38506323472059745,0.4043688282604217,0.0577637618790168,0.0
