,actual,predicted
2018-01-03 21:13:40,0.9873626809999999,1.0033159409734895
2018-01-03 21:13:50,0.987322719,1.0032147785943093
2018-01-03 21:14:00,0.987306068,1.0034551082207992
2018-01-03 21:14:10,0.9871681990000001,1.0038410556543704
2018-01-03 21:14:20,0.9872627759999999,1.0040916461063119
2018-01-03 21:14:30,0.987176191,1.0041511190799728
2018-01-03 21:14:40,0.9870123470000001,1.0040895960366931
2018-01-03 21:14:50,0.9870036879999999,1.0042170041964278
2018-01-03 21:15:00,0.9871102540000001,1.0040219123071996
2018-01-03 21:15:10,0.987080948,1.003772746775879
2018-01-03 21:15:20,0.98707229,1.0037188791884841
2018-01-03 21:15:30,0.987050977,1.003844439840845
2018-01-03 21:15:40,0.9870956009999999,1.0038261428821857
2018-01-03 21:15:50,0.987208827,1.0035663882348784
2018-01-03 21:16:00,0.986989036,1.0033875537120482
2018-01-03 21:16:10,0.986997028,1.0034544830718013
2018-01-03 21:16:20,0.986723288,1.003568089059247
2018-01-03 21:16:30,0.9866406999999999,1.003284096791574
2018-01-03 21:16:40,0.986705972,1.0032815473012473
2018-01-03 21:19:10,0.986611395,1.0031657655158928
2018-01-03 21:19:20,0.9865301390000001,1.0031888925363628
2018-01-03 21:19:30,0.986452879,1.0032834891048386
2018-01-03 21:19:40,0.986520148,1.0029445465894953
2018-01-03 21:19:50,0.986607399,1.0024750736618802
2018-01-03 21:20:00,0.986562108,1.0022974946757244
2018-01-03 21:20:10,0.9863869409999999,1.0023498570160907
2018-01-03 21:20:20,0.9863995959999999,1.0020610626262272
2018-01-03 21:20:30,0.986464201,1.0014345725265634
2018-01-03 21:20:40,0.98627305,1.0010675140223506
2018-01-03 21:20:50,0.9864981690000001,1.0012308403098447
2018-01-03 21:21:00,0.986462869,1.001575721740668
2018-01-03 21:21:10,0.986510158,1.0014076719111649
2018-01-03 21:21:20,0.9865401290000001,1.001441496313649
2018-01-03 21:21:30,0.986689987,1.0011495464929496
2018-01-03 21:21:40,0.986777903,1.0009862795771483
2018-01-03 21:21:50,0.9866959809999999,1.000965347563076
2018-01-03 21:22:50,0.986789226,1.0010887201939442
2018-01-03 21:23:00,0.986835848,1.001358712965762
2018-01-03 21:23:20,0.986852499,1.001363185051191
2018-01-03 21:23:30,0.9867326129999999,1.0015305259128364
2018-01-03 21:23:40,0.98643423,1.001639881585587
2018-01-03 21:23:50,0.986483516,1.0016896752271378
2018-01-03 21:24:00,0.986462203,1.001636439773646
2018-01-03 21:25:50,0.98648285,1.00159616481139
2018-01-03 21:26:00,0.9866380359999999,1.0014250119378385
2018-01-03 21:26:10,0.986819197,1.001110504366427
2018-01-03 21:26:20,0.986719958,1.000914600481992
2018-01-03 21:26:30,0.986770577,1.0009619005124564
2018-01-03 21:26:40,0.986947076,1.0011401448108137
2018-01-03 21:26:50,0.986957066,1.001173516940699
2018-01-03 21:27:00,0.9868638209999999,1.0013392949298494
2018-01-03 21:27:10,0.9867752390000001,1.0017260316576861
2018-01-03 21:27:20,0.9868957909999999,1.002017344105804
2018-01-03 21:27:30,0.9868644870000001,1.0020169372350873
2018-01-03 21:27:40,0.986940415,1.0019117550430772
2018-01-03 21:27:50,0.9868505009999999,1.0021405735461195
2018-01-03 21:28:00,0.9868505009999999,1.0022053777485251
2018-01-03 21:28:10,0.986891795,1.002178870034033
2018-01-03 21:28:20,0.986257065,1.0020357528229433
2018-01-03 21:28:30,0.986235752,1.0020672966539437
2018-01-03 21:28:40,0.986277046,1.002254114923194
2018-01-03 21:37:30,0.9862404140000001,1.0019275985538536
2018-01-03 21:37:40,0.986211775,1.001624341918178
2018-01-03 21:37:50,0.986322336,1.0013541186444952
2018-01-03 21:38:00,0.986327665,1.0005802348256527
2018-01-03 21:38:10,0.9864189109999999,1.000059251716082
2018-01-03 21:38:20,0.9863769509999999,1.0003805241679904
2018-01-03 21:38:30,0.9863609659999999,0.9998766505832282
2018-01-03 21:38:40,0.986322336,0.999841109640339
2018-01-03 21:38:50,0.986313012,1.0001053678051481
2018-01-03 21:44:10,0.986299025,1.0002970405833767
2018-01-03 21:44:20,0.9863263320000001,1.0006656794223465
2018-01-03 21:44:30,0.986380947,1.0006225790660164
2018-01-03 21:44:40,0.9866673420000001,1.0005721742452776
2018-01-03 21:44:50,0.9867013090000001,1.0003630968300041
2018-01-03 21:45:00,0.986641366,0.9998305327479359
2018-01-03 21:46:20,0.98659541,1.0001092252189367
2018-01-03 21:46:30,0.9865301390000001,1.000654250371533
2018-01-03 21:46:40,0.98644089,1.0010224736086553
2018-01-03 21:46:50,0.9864875129999999,1.0012763312499127
2018-01-03 21:47:00,0.986414915,1.0013573369394762
2018-01-03 21:47:10,0.9863975979999999,1.00102185195211
2018-01-03 21:47:20,0.9863882740000001,1.0011467612620792
2018-01-03 21:47:30,0.986478188,1.001040648331477
2018-01-03 21:47:40,0.986481518,1.0009961894111234
2018-01-03 21:47:50,0.9864348959999999,1.0010058966828534
2018-01-03 21:48:00,0.986411585,1.0009076068458562
2018-01-03 21:48:10,0.9863929359999999,1.0004877791305606
2018-01-03 21:48:20,0.986260395,1.0001731405921805
2018-01-03 21:48:30,0.986253735,1.0002107543056298
2018-01-03 21:48:40,0.986287702,1.0004245622478174
2018-01-03 21:50:00,0.985977997,1.0008284713646078
2018-01-03 21:50:10,0.985941365,1.000484311125226
2018-01-03 21:50:20,0.985940699,0.9999987956170419
2018-01-03 21:52:20,0.985898073,0.9996307452563185
2018-01-03 21:52:30,0.9858354659999999,0.9993171963631189
