,close,ma_5,ma_6,ma_10,ma_20,rsi_6,rsi_12,stochastic_5,9_kstochastic,9_dstochastic,macd_hist,williams_12,%b_bands,midlle_bands
18.08.2017 18:00:00,4193.35,4246.614000000001,4260.796666666664,4284.827999999999,4287.072499999997,37.3691328445662,37.3691328445662,1.9622552244990317,32.574244235211246,33.32488708523146,-4.161031165702095,-58.418308797009715,-0.0883054237698627,4288.123999999997
18.08.2017 19:00:00,4117.41,4211.478000000001,4225.079999999998,4268.295999999999,4276.102999999997,31.055584254040436,31.055584254040436,0.5205583901238455,30.038880143486505,31.214209957047775,-9.42527908286413,-83.31748581920732,-0.17916465014794952,4276.458666666663
18.08.2017 20:00:00,4136.28,4186.854000000001,4198.944999999998,4251.508999999999,4268.662999999997,34.037816890495655,34.037816890495655,0.4281006941285028,31.185189464958523,31.26610461455209,-11.358867015197774,-66.11207914113886,0.021940695109148558,4266.34933333333
18.08.2017 21:00:00,4021.11,4143.698000000001,4159.229999999999,4217.989,4255.391999999997,26.50277160160653,26.50277160160653,-7.936262988419411,21.034928828425258,27.419666145623427,-17.496250268399464,-89.75895898972823,-0.12677575114859402,4246.852666666663
18.08.2017 22:00:00,3975.69,4088.768000000001,4115.696666666665,4181.527,4241.996999999998,24.225142725710953,24.225142725710953,-6.8014349581044655,18.717894417879446,23.64600423708774,-22.720898027720374,-91.4685153090699,-0.06041914492934596,4226.60133333333
18.08.2017 23:00:00,4113.75,4072.848000000001,4092.931666666665,4159.731,4234.304999999998,40.861773708105545,40.861773708105545,0.029381488011807733,23.201994280711165,20.984939175671954,-18.20982857064616,-58.198757763975145,0.2786340812054034,4214.167999999997
19.08.2017 00:00:00,4108.37,4071.040000000001,4078.768333333331,4141.259,4225.1039999999975,40.488718269860954,40.488718269860954,16.92250465504719,35.240015137823605,25.7199679454714,-14.427520923547902,-57.76261393634514,0.29476050694599454,4202.543999999997
19.08.2017 01:00:00,4163.49,4076.482000000001,4086.4483333333305,4131.668,4218.882499999998,45.934816369901824,45.934816369901824,26.690219435832667,52.86274072835997,37.10158338229824,-8.333408319312333,-40.76807506787214,0.43359954320920463,4193.166666666663
19.08.2017 02:00:00,4148.53,4101.966,4088.4899999999975,4122.831999999999,4210.630999999998,44.73815494031082,44.73815494031082,17.40368706546333,56.0922614073207,48.06500575783475,-4.3634372684560105,-41.56777536353007,0.42542733424049683,4179.3146666666635
19.08.2017 03:00:00,4156.39,4138.106000000001,4111.036666666664,4113.437,4204.477499999997,45.540895925024664,45.540895925024664,4.663593474732821,60.55119133842182,56.50206449136749,-0.8428892276821216,-39.37823834196882,0.4715945616470333,4167.053333333331
19.08.2017 04:00:00,4138.55,4143.066000000001,4138.179999999998,4107.957,4196.392499999997,43.97934622083516,43.97934622083516,-8.535499364658477,66.76392906845555,61.13579393806602,0.990695303500523,-44.34787453340014,0.4529323418969295,4154.175999999997
19.08.2017 05:00:00,4068.26,4135.044000000001,4130.598333333331,4103.0419999999995,4185.668999999997,38.39342871980955,38.39342871980955,-19.841309451383623,64.83829921240394,64.05113987309376,-0.8982812464034211,-63.92835255445979,0.26855342092887435,4139.187333333331
19.08.2017 06:00:00,4077.0,4117.746000000001,4125.369999999997,4097.114,4174.311499999998,39.42369876470336,39.42369876470336,-20.41056226905708,63.36749078291061,64.98990635459002,-1.3187152787305791,-61.493676527940266,0.3234109069111974,4127.027333333331
19.08.2017 07:00:00,3986.87,4085.4140000000007,4095.9333333333307,4093.69,4155.839499999997,33.24864663501891,33.24864663501891,-18.360285791978065,42.80795922793331,57.00458307441594,-5.541425957393322,-80.44079375406638,0.07364667547332743,4110.359333333331
19.08.2017 08:00:00,4033.47,4060.830000000001,4076.7566666666644,4099.468,4140.497499999998,38.6032790946559,38.6032790946559,-0.5091281103715737,38.54550805490447,48.240319355249454,-5.448622215848232,-60.132018450771454,0.2568988355017412,4095.9013333333305
19.08.2017 09:00:00,3999.0,4032.920000000001,4050.524999999998,4087.993,4123.861999999997,36.28464348548121,36.28464348548121,2.344486510681868,28.52943797615106,36.627635086329605,-6.4477730264478055,-73.83887386670905,0.16596184742171824,4082.944666666664
19.08.2017 10:00:00,4068.2,4032.9080000000017,4038.799999999998,4083.9759999999997,4112.617499999998,43.60747944670724,43.60747944670724,15.525232162522737,39.90244419702032,35.65913007602527,-3.0925823510219317,-46.321775091458555,0.45393927757918423,4079.6639999999975
19.08.2017 11:00:00,4000.58,4017.624000000002,4027.519999999998,4067.685,4099.676499999998,38.902415681797045,38.902415681797045,8.88063613626533,35.56748786870974,34.66645668062703,-3.644742203371756,-73.2105932877366,0.22291133220667864,4070.617333333331
19.08.2017 12:00:00,3957.6,4011.770000000002,4007.6199999999976,4048.5919999999996,4085.711999999998,36.22687631608799,36.22687631608799,4.241740941139589,37.715799359632946,37.72857714178766,-5.533849371829028,-67.85084705249632,0.10174686322853753,4066.383333333331
19.08.2017 13:00:00,4095.0,4024.076000000002,4025.6416666666646,4042.453,4077.9449999999983,48.43604287989607,48.43604287989607,8.361763712434623,46.51151088249386,39.93159937027884,0.519292780675876,-26.797932415070573,0.5806132246829142,4074.3373333333307
19.08.2017 14:00:00,4039.84,4032.2440000000015,4026.703333333331,4032.5819999999994,4070.2694999999976,44.7334738642867,44.7334738642867,10.077223168316621,60.65624570394658,48.29451864869112,2.1963472952591516,-43.161676646706546,0.38394837427323775,4069.4099999999976
19.08.2017 15:00:00,4042.41,4027.0860000000016,4033.9383333333312,4029.9969999999994,4066.5194999999976,44.94464164248028,44.94464164248028,10.222510773282607,75.44222550192637,60.8699940294556,3.725934272861778,-41.69393939393944,0.4104958116095622,4065.012666666664
19.08.2017 16:00:00,3972.05,4021.380000000002,4017.9133333333307,4019.5019999999995,4058.307999999998,40.394121495085926,40.394121495085926,-7.969487381892122,65.02710567621834,67.04185896069708,1.558695751765221,-60.11437908496726,0.17269423400096964,4052.2499999999977
19.08.2017 17:00:00,4000.0,4029.860000000002,4017.8166666666643,4020.8149999999996,4057.252499999998,42.868681729269305,42.868681729269305,-13.326208429924876,61.928000000000026,67.46577705938157,1.8176862187100866,-45.24548275232703,0.3133843493761749,4042.3479999999977
19.08.2017 18:00:00,4027.37,4016.3340000000017,4029.444999999998,4020.2049999999995,4059.8364999999976,45.26503821117526,45.26503821117526,-9.710209565879552,59.92266666666669,62.29259078096167,3.623399323641152,-29.052000000000042,0.46670431717100835,4033.7466666666646
19.08.2017 19:00:00,4086.29,4025.624000000002,4027.9933333333315,4028.9339999999997,4058.463499999997,50.11582918428344,50.11582918428344,6.914945844098838,75.15466666666667,65.66844444444445,7.885555322795803,-5.484000000000014,0.83655570462779,4030.2626666666642
19.08.2017 20:00:00,4076.12,4032.366000000002,4034.0399999999977,4029.726,4056.8509999999974,49.30361714636473,49.30361714636473,13.812889599822512,84.83855660575507,73.3052966463628,10.218329266715529,-10.94833018273479,0.7689479721326721,4030.7866666666646
19.08.2017 21:00:00,4075.98,4053.152000000002,4039.634999999998,4037.2660000000005,4052.475499999997,49.291774173944724,49.291774173944724,11.325993898710863,89.20156401400891,83.06492909547687,11.65680328610945,-11.003465658475129,0.7689923629596285,4030.718666666665
19.08.2017 22:00:00,4074.23,4067.998000000002,4056.6649999999977,4048.929000000001,4048.7604999999967,49.13290155885354,49.13290155885354,-4.760907380413812,78.18387840775564,84.07466634250653,12.351467411700526,-25.254175139171245,0.7262855137226727,4036.542666666665
19.08.2017 23:00:00,4139.98,4090.520000000002,4079.9949999999976,4053.4270000000006,4047.9399999999964,55.00126844484444,55.00126844484444,-1.6293318459407402,80.13604998417324,82.50716413531259,15.775572047575814,-3.336777892596495,0.992039510561646,4043.643333333331
20.08.2017 00:00:00,4139.98,4101.258000000002,4098.7633333333315,4063.4410000000003,4048.011499999996,55.00126844484444,55.00126844484444,3.1032333375100194,83.7597707580921,80.693233050007,17.63377104196308,-4.527363184079703,0.9112295890164361,4053.041999999997
20.08.2017 01:00:00,4086.09,4103.252000000002,4098.729999999998,4067.8089999999997,4048.902999999996,49.56571848809813,49.56571848809813,-2.7475702960967254,85.77072418061277,83.22218164095938,15.751109173709565,-32.50419655119779,0.6491905329489969,4054.234666666664
20.08.2017 02:00:00,4082.53,4104.562000000002,4099.798333333331,4078.856999999999,4049.179499999996,49.21967077111054,49.21967077111054,-14.35243091446334,74.49017718002575,81.34022403957688,13.909172983040762,-34.315071977211296,0.6102378315923509,4059.697999999997
