date,open,high,low,close,volume
1542361920.0,0.02652,0.026569,0.026,0.026008,1024.191
1542361980.0,0.026079,0.026265,0.0258,0.026231,778.243
1542362040.0,0.026231,0.027138,0.026231,0.026932,1451.862
1542362100.0,0.027,0.027999,0.026932,0.027802,1527.505
1542362160.0,0.027802,0.02788,0.026754,0.026989,2098.162
1542362220.0,0.026989,0.0277,0.026989,0.027698,1081.066
1542362280.0,0.027698,0.02833,0.027551,0.028308,1929.639
1542362340.0,0.028329,0.02877,0.028123,0.028222,2394.862
1542362400.0,0.028222,0.028226,0.027361,0.027604,1403.835
1542362460.0,0.027515,0.0276,0.0271,0.027479,1216.647
1542362520.0,0.027401,0.0276,0.0272,0.027543,904.198
1542362580.0,0.0276,0.0283,0.027526,0.028,1478.434
1542362640.0,0.028027,0.02815,0.0276,0.027999,555.46
1542362700.0,0.027999,0.028025,0.0275,0.027675,804.182
1542362760.0,0.027633,0.0278,0.027506,0.027797,693.081
1542362820.0,0.0277,0.027781,0.027506,0.027592,407.448
1542362880.0,0.027592,0.027609,0.02695,0.026999,1187.907
1542362940.0,0.026999,0.0274,0.026949,0.027351,703.749
1542363000.0,0.027352,0.0274,0.0272,0.027293,814.523
1542363060.0,0.02735,0.02739,0.0271,0.027119,977.072
1542363120.0,0.027102,0.027187,0.0267,0.026765,531.694
1542363180.0,0.026767,0.02677,0.026034,0.026202,1758.578
1542363240.0,0.02625,0.0268,0.026202,0.026712,790.0
1542363300.0,0.0267,0.026944,0.026474,0.0268,1229.632
1542363360.0,0.0268,0.027374,0.0268,0.02734,983.297
1542363420.0,0.02734,0.0276,0.02734,0.0275,668.451
1542363480.0,0.0275,0.0275,0.026701,0.026992,628.969
1542363540.0,0.027,0.0274,0.027,0.0273,398.723
1542363600.0,0.027367,0.027389,0.027111,0.02719,233.565
1542363660.0,0.027166,0.0274,0.027028,0.02731,507.072
1542363720.0,0.027308,0.028,0.027233,0.0279,1362.822
1542363780.0,0.0279,0.028043,0.027536,0.027698,1119.286
1542363840.0,0.02769,0.027912,0.027552,0.027802,412.831
1542363900.0,0.027802,0.0286,0.0278,0.0282,2723.702
1542363960.0,0.028334,0.028999,0.0282,0.028943,1396.068
1542364020.0,0.028996,0.0295,0.0287,0.028883,2432.661
1542364080.0,0.028742,0.029096,0.0286,0.028852,1867.707
1542364140.0,0.0289,0.0304,0.0289,0.03024,3636.005
1542364200.0,0.030241,0.0305,0.029205,0.029524,3345.674
1542364260.0,0.029523,0.030203,0.029494,0.03,2040.602
1542364320.0,0.030097,0.0303,0.029678,0.03,4350.434
1542364380.0,0.03,0.030149,0.028884,0.028919,2038.49
1542364440.0,0.028999,0.029123,0.0286,0.029,1415.912
1542364500.0,0.029004,0.029294,0.0289,0.028998,1231.745
1542364560.0,0.029,0.029,0.028258,0.028561,1994.296
1542364620.0,0.028499,0.029404,0.028499,0.0294,2031.913
1542364680.0,0.0294,0.029594,0.0288,0.029015,996.407
1542364740.0,0.029015,0.029032,0.0283,0.028481,3562.084
1542364800.0,0.028481,0.0285,0.0284,0.0285,3174.138
1542364860.0,0.028477,0.0285,0.0284,0.0285,1883.989
1542364920.0,0.0285,0.028777,0.02826,0.028281,1393.006
1542364980.0,0.028281,0.0285,0.027484,0.0278,1405.942
1542365040.0,0.027897,0.02845,0.027877,0.028298,797.97
1542365100.0,0.028272,0.0287,0.028226,0.028588,644.793
1542365160.0,0.028587,0.0287,0.028511,0.028699,393.083
1542365220.0,0.028699,0.029099,0.028699,0.029098,698.875
1542365280.0,0.029098,0.02923,0.0287,0.029021,995.183
1542365340.0,0.028999,0.029112,0.028937,0.028986,983.402
1542365400.0,0.028937,0.029,0.028431,0.028431,479.154
1542365460.0,0.028431,0.028486,0.028129,0.028486,838.71
1542365520.0,0.028485,0.029001,0.0283,0.028686,1438.801
1542365580.0,0.028635,0.028686,0.0284,0.028404,1784.64
