,actual,predicted,compare,buy_sell
2018-01-03 22:12:10,0.984683228,0.9929969068160219,0.0,1
2018-01-03 22:12:20,0.984639936,0.9931290175630508,0.0,1
2018-01-03 22:12:30,0.984664579,0.9931798100460174,0.0,1
2018-01-03 22:12:40,0.984731848,0.9929943346247542,0.984683228,1
2018-01-03 22:12:50,0.984734512,0.9926668630696543,0.984639936,1
2018-01-03 22:13:00,0.984803114,0.9925918486823584,0.984664579,1
2018-01-03 22:13:10,0.984869717,0.9927130315455078,0.984731848,1
2018-01-03 22:13:20,0.98484241,0.9927781937242948,0.984734512,1
2018-01-03 22:13:30,0.984821763,0.9928212574098738,0.984803114,1
2018-01-03 22:13:40,0.984917672,0.9928762984613092,0.984869717,1
2018-01-03 22:13:50,0.984869717,0.9928915255542192,0.98484241,1
2018-01-03 22:14:00,0.984923,0.99288320129368,0.984821763,1
2018-01-03 22:14:10,0.984986273,0.9929849748520482,0.984917672,1
2018-01-03 22:14:20,0.0,0.0,0.984869717,0
2018-01-03 22:14:30,0.985234038,0.9930537866437,0.984923,1
2018-01-03 22:14:40,0.985083514,0.9931499478308968,0.984986273,1
2018-01-03 22:14:50,0.985185417,0.993344273126801,0.0,1
2018-01-03 22:15:00,0.985200736,0.993760585688653,0.985234038,1
2018-01-03 22:15:10,0.0,0.0,0.985083514,0
2018-01-03 22:15:20,0.985206064,0.9939208717962438,0.985185417,1
2018-01-03 22:15:30,0.985313295,0.9941271098476328,0.985200736,1
2018-01-03 22:15:40,0.985281326,0.994261495927467,0.0,1
2018-01-03 22:15:50,0.985383895,0.993929218757724,0.985206064,1
2018-01-03 22:16:00,0.985381897,0.994104712749736,0.985313295,1
2018-01-03 22:16:10,0.985369242,0.9941834972395078,0.985281326,1
2018-01-03 22:16:20,0.985285988,0.9945062050893948,0.985383895,1
2018-01-03 22:16:30,0.985328614,0.9949479654064044,0.985381897,1
2018-01-03 22:16:40,0.985339271,0.9953499292271508,0.985369242,1
2018-01-03 22:16:50,0.984821763,0.9955941669079909,0.985285988,1
2018-01-03 22:17:00,0.984837748,0.9956650951258592,0.985328614,1
2018-01-03 22:17:10,0.984841744,0.9958239493279241,0.985339271,1
2018-01-03 22:17:20,0.0,0.0,0.984821763,0
2018-01-03 22:17:30,0.0,0.0,0.984837748,0
2018-01-03 22:17:40,0.0,0.0,0.984841744,0
2018-01-03 22:17:50,0.0,0.0,0.0,0
2018-01-03 22:18:00,0.0,0.0,0.0,0
2018-01-03 22:18:10,0.0,0.0,0.0,0
2018-01-03 22:18:20,0.0,0.0,0.0,0
2018-01-03 22:18:30,0.0,0.0,0.0,0
2018-01-03 22:18:40,0.0,0.0,0.0,0
2018-01-03 22:18:50,0.985005588,0.9948472867318958,0.0,1
2018-01-03 22:19:00,0.985049546,0.9959336577383772,0.0,1
2018-01-03 22:19:10,0.985089508,0.9957515368177422,0.0,1
2018-01-03 22:19:20,0.985114818,0.9944025543378068,0.985005588,1
2018-01-03 22:19:30,0.984940317,0.99360682173611,0.985049546,1
2018-01-03 22:19:40,0.984889698,0.9934278387840484,0.985089508,1
2018-01-03 22:19:50,0.984865055,0.9931024277759252,0.985114818,1
2018-01-03 22:20:00,0.984988937,0.9935115057224186,0.984940317,1
2018-01-03 22:20:10,0.984972952,0.9939633766894224,0.984889698,1
2018-01-03 22:20:20,0.984391505,0.9941374579843972,0.984865055,1
2018-01-03 22:20:30,0.984342219,0.9944360993440908,0.984988937,1
2018-01-03 22:20:40,0.984307585,0.9943419480633088,0.984972952,1
2018-01-03 22:20:50,0.0,0.0,0.984391505,0
2018-01-03 22:21:00,0.0,0.0,0.984342219,0
2018-01-03 22:21:10,0.0,0.0,0.984307585,0
2018-01-03 22:21:20,0.0,0.0,0.0,0
2018-01-03 22:21:30,0.0,0.0,0.0,0
2018-01-03 22:21:40,0.0,0.0,0.0,0
2018-01-03 22:21:50,0.0,0.0,0.0,0
2018-01-03 22:22:00,0.0,0.0,0.0,0
2018-01-03 22:22:10,0.0,0.0,0.0,0
2018-01-03 22:22:20,0.0,0.0,0.0,0
2018-01-03 22:22:30,0.0,0.0,0.0,0
2018-01-03 22:22:40,0.0,0.0,0.0,0
2018-01-03 22:22:50,0.0,0.0,0.0,0
2018-01-03 22:23:00,0.0,0.0,0.0,0
2018-01-03 22:23:10,0.984213008,0.9937670048163519,0.0,1
2018-01-03 22:23:20,0.984135748,0.9932091117225114,0.0,1
2018-01-03 22:23:30,0.984211676,0.9928060722263942,0.0,1
2018-01-03 22:23:40,0.98404317,0.9923715535096478,0.984213008,1
2018-01-03 22:23:50,0.984044502,0.9918646624459236,0.984135748,1
2018-01-03 22:24:00,0.984123094,0.9916703179415308,0.984211676,1
2018-01-03 22:24:10,0.984012532,0.9911586963508924,0.98404317,1
2018-01-03 22:24:20,0.982972188,0.9909031710635652,0.984044502,1
2018-01-03 22:24:30,0.982834319,0.9911089323951878,0.984123094,1
2018-01-03 22:24:40,0.981237171,0.9909543808946056,0.984012532,1
2018-01-03 22:24:50,0.981245163,0.989957311898607,0.982972188,1
2018-01-03 22:25:00,0.98142699,0.9891557049918016,0.982834319,1
2018-01-03 22:25:10,0.981940502,0.987476231731578,0.981237171,1
2018-01-03 22:25:20,0.981908532,0.9862672546875528,0.981245163,1
2018-01-03 22:25:30,0.982043071,0.9855995676181724,0.98142699,1
2018-01-03 22:25:40,0.982247543,0.9853080168101714,0.981940502,1
2018-01-03 22:25:50,0.981965145,0.9842910399617968,0.981908532,1
2018-01-03 22:26:00,0.981710054,0.9837226258547928,0.982043071,1
2018-01-03 22:26:10,0.981595497,0.9836831960660424,0.982247543,1
